SEGID,DY_VOL,FT,ATYPENAME,LANES,YEAR,FAC_WDAVG,modAadt,aadtAdjFactor,modForecast
0147_017.2,6626.9,4.0,Transition,2.0,2028,1.0918,6069,629.0,6700.0
0151_000.0,29589.9,2.0,Suburban,4.0,2028,1.0924,27087,-3664.0,23500.0
0151_000.3,27257.8,2.0,Suburban,4.0,2028,1.0924,24952,-1521.0,23500.0
0151_000.5,20387.3,2.0,Suburban,4.0,2028,1.0924,18662,3167.0,22000.0
0151_001.0,20908.7,2.0,Suburban,4.0,2028,1.0924,19140,-4850.0,14500.0
0151_001.5,23147.2,2.0,Urban,4.0,2028,1.0924,21189,-8328.0,13000.0
0151_002.0,28429.1,2.0,Urban,6.0,2028,1.0946,25972,12813.0,39000.0
0151_002.5,34370.6,2.0,Urban,6.0,2028,1.0946,31400,12380.0,44000.0
0151_003.0,32436.9,2.0,Urban,6.0,2028,1.0946,29633,15448.0,45000.0
0151_003.5,49036.1,2.0,Urban,6.0,2028,1.0946,44798,2156.0,47000.0
0151_003.9,54866.0,2.0,Urban,6.0,2028,1.0946,50124,-3562.0,46500.0
0152_000.0,40527.1,2.0,Urban,4.0,2028,1.0946,37024,-17467.0,19500.0
0152_000.1,24750.4,2.0,Urban,4.0,2028,1.0946,22611,-3429.0,19000.0
0152_000.7,20432.9,2.0,Suburban,4.0,2028,1.0946,18667,-3952.0,14500.0
0152_001.4,20740.3,2.0,Suburban,4.0,2028,1.0946,18947,13285.0,32000.0
0152_002.3,39431.7,2.0,Suburban,6.0,2028,1.0924,36096,9377.0,45500.0
0152_002.5,34691.3,2.0,Suburban,6.0,2028,1.0924,31756,11422.0,43000.0
0152_002.8,35710.8,2.0,Suburban,6.0,2028,1.0924,32690,10530.0,43000.0
0154_000.0,42069.6,2.0,Urban,4.0,2028,1.0946,38433,-12068.0,26500.0
0154_000.5,72073.6,32.0,Urban,6.0,2028,1.1568,62304,-2396.0,60000.0
0154_000.8,68604.1,32.0,Urban,6.0,2028,1.1568,59305,-661.0,58500.0
0154_001.4,67235.3,32.0,Transition,6.0,2028,1.1568,58121,6079.0,64000.0
0154_003.2,55768.9,32.0,Transition,6.0,2028,1.1568,48209,-12515.0,35500.0
0154_004.2,51111.8,13.0,Suburban,6.0,2028,1.0924,46788,-7721.0,39000.0
0154_005.8,41325.8,13.0,Suburban,6.0,2028,1.0924,37830,70.0,38000.0
0154_006.8,54762.8,13.0,Suburban,6.0,2028,1.0924,50130,-3865.0,46500.0
0154_008.3,62923.2,13.0,Urban,6.0,2028,1.0924,57600,-1590.0,56000.0
0154_009.6,78805.1,13.0,Suburban,6.0,2028,1.0924,72139,-15879.0,56500.0
0154_010.4,83977.7,13.0,Suburban,6.0,2028,1.0924,76874,-15773.0,61000.0
0154_011.4,79878.9,13.0,Urban,6.0,2028,1.0924,73122,-16374.0,56500.0
0154_012.9,71365.1,13.0,Suburban,6.0,2028,1.0946,65197,2336.0,67500.0
0154_013.9,85607.7,13.0,Suburban,6.0,2028,1.0924,78366,-10399.0,68000.0
0154_014.9,79801.8,13.0,Suburban,6.0,2028,1.0924,73051,-6044.0,67000.0
0154_015.9,76924.3,13.0,Urban,6.0,2028,1.0924,70417,-2452.0,68000.0
0154_016.9,67715.1,15.0,Urban,6.0,2028,1.0946,61862,-8382.0,53500.0
0154_017.9,64676.1,15.0,Urban,6.0,2028,1.0924,59205,-4244.0,55000.0
0154_018.9,62886.5,15.0,Urban,6.0,2028,1.0946,57451,3943.0,61500.0
0154_019.5,69897.7,15.0,Urban,6.0,2028,1.0946,63856,-19383.0,44500.0
0154_020.0,58300.9,15.0,Urban,6.0,2028,1.0946,53262,-13873.0,39500.0
0154_021.0,40687.7,14.0,Urban,4.0,2028,1.0946,37171,1460.0,38500.0
0154_022.3,40982.8,14.0,Suburban,4.0,2028,1.0924,37516,-7907.0,29500.0
0156_000.0,33788.1,2.0,Urban,4.0,2028,1.0946,30867,2922.0,34000.0
0156_000.2,43645.3,2.0,Urban,4.0,2028,1.0946,39873,1772.0,41500.0
0156_000.3,35761.6,2.0,Urban,4.0,2028,1.0946,32670,7721.0,40500.0
0156_000.6,37185.8,2.0,Urban,4.0,2028,1.0946,33972,2640.0,36500.0
0156_001.0,40695.2,2.0,Urban,4.0,2028,1.0946,37178,-2160.0,35000.0
0156_001.2,39916.9,2.0,Urban,6.0,2028,1.0946,36467,-1764.0,34500.0
0164_000.0,18603.3,2.0,Suburban,3.0,2028,0.9593,19392,366.0,20000.0
0164_000.5,8340.0,2.0,Suburban,2.0,2028,0.9593,8693,467.0,9200.0
0164_001.1,6663.1,2.0,Suburban,2.0,2028,1.0918,6102,4423.0,10500.0
0164_001.7,11058.9,2.0,Transition,2.0,2028,1.0918,10129,2498.0,12500.0
0164_002.0,8242.0,2.0,Suburban,2.0,2028,1.0918,7549,3440.0,11000.0
0164_002.3,12784.7,2.0,Transition,2.0,2028,1.0918,11709,-118.0,11500.0
0171_000.0,11650.0,2.0,Suburban,2.0,2028,1.0946,10643,7776.0,18500.0
0171_000.5,14803.4,2.0,Suburban,2.0,2028,1.0924,13551,4368.0,18000.0
0171_001.5,18638.5,2.0,Suburban,2.0,2028,1.0924,17061,-3464.0,13500.0
0171_002.5,21331.8,2.0,Suburban,2.0,2028,1.0924,19527,-4047.0,15500.0
0171_003.3,34543.7,2.0,Suburban,4.0,2028,1.0924,31621,-6180.0,25500.0
0171_003.5,23585.6,2.0,Suburban,4.0,2028,1.0946,21547,2625.0,24000.0
0171_004.0,23869.6,2.0,Suburban,4.0,2028,1.0946,21806,1080.0,23000.0
0171_004.5,28805.5,2.0,Urban,4.0,2028,1.0946,26316,4895.0,31000.0
0171_005.0,33049.2,2.0,Urban,4.0,2028,1.0946,30192,483.0,30500.0
0171_005.5,45837.8,2.0,Urban,6.0,2028,1.0924,41960,-1168.0,41000.0
0171_005.8,52876.9,2.0,Urban,6.0,2028,1.0946,48307,1901.0,50000.0
0171_006.0,52400.0,2.0,Urban,6.0,2028,1.0946,47871,-3563.0,44500.0
0171_006.5,58450.5,2.0,Urban,6.0,2028,1.0946,53398,-15219.0,38000.0
0171_007.0,75588.5,2.0,Urban,6.0,2028,1.0946,69055,-21857.0,47000.0
0171_007.3,45582.4,2.0,Urban,6.0,2028,1.0946,41642,-4116.0,37500.0
0171_007.6,36546.0,2.0,Urban,6.0,2028,1.0946,33387,2435.0,36000.0
0171_008.0,29758.6,2.0,Urban,6.0,2028,1.0946,27186,4243.0,31500.0
0171_008.8,45046.5,2.0,Urban,6.0,2028,1.0946,41153,-9278.0,32000.0
0171_009.2,43504.0,2.0,Urban,6.0,2028,1.0946,39744,-5339.0,34500.0
0171_009.5,44942.2,2.0,Urban,6.0,2028,1.0946,41058,-6647.0,34500.0
0171_009.8,50658.2,2.0,Urban,6.0,2028,1.0946,46280,-11532.0,34500.0
0171_010.0,73543.7,2.0,Urban,6.0,2028,1.0924,67323,-9229.0,58000.0
0171_010.1,57243.0,2.0,Urban,6.0,2028,1.0946,52295,-3657.0,48500.0
0171_010.4,50834.3,2.0,Urban,6.0,2028,1.0946,46440,2166.0,48500.0
0171_010.6,48678.6,2.0,Urban,6.0,2028,1.0946,44471,3612.0,48000.0
0171_010.7,39470.2,2.0,Urban,4.0,2028,1.0946,36059,1144.0,37000.0
0171_011.0,38831.3,2.0,Urban,4.0,2028,1.0946,35475,1256.0,36500.0
0171_011.3,36905.7,2.0,Suburban,4.0,2028,1.0924,33784,-12540.0,21000.0
0171_011.6,30355.5,2.0,Urban,4.0,2028,1.0946,27732,-3866.0,24000.0
0171_011.9,29106.4,2.0,Urban,4.0,2028,1.0946,26590,2865.0,29500.0
0171_012.2,27829.9,2.0,Urban,4.0,2028,1.0946,25424,3953.0,29500.0
0171_012.5,25757.7,2.0,Urban,4.0,2028,1.0946,23531,5102.0,28500.0
0171_012.7,20337.0,2.0,Urban,4.0,2028,1.0924,18616,-1836.0,17000.0
0171_013.1,17177.0,2.0,Urban,4.0,2028,1.0924,15724,793.0,16500.0
0171_013.6,17536.4,2.0,Suburban,4.0,2028,1.0946,16020,4589.0,20500.0
0171_014.1,15317.5,2.0,Suburban,4.0,2028,1.0924,14021,7571.0,21500.0
0171_014.6,9344.0,2.0,Suburban,6.0,2028,1.0924,8553,17527.0,26000.0
0171_015.6,9520.5,2.0,Suburban,6.0,2028,1.0924,8715,17553.0,26500.0
0172_000.0,25571.1,2.0,Suburban,4.0,2028,1.0924,23408,652.0,24000.0
0172_001.0,32081.3,2.0,Suburban,4.0,2028,1.0924,29367,8958.0,38500.0
0172_002.0,33522.7,2.0,Suburban,4.0,2028,1.0924,30687,3050.0,33500.0
0172_003.0,28122.5,2.0,Suburban,4.0,2028,1.0924,25743,-8218.0,17500.0
0172_004.0,30241.9,2.0,Urban,4.0,2028,1.0924,27683,5809.0,33500.0
0172_004.5,29631.4,2.0,Urban,4.0,2028,1.0946,27070,7477.0,34500.0
0172_005.0,35104.9,2.0,Urban,4.0,2028,1.0924,32135,2982.0,35000.0
0172_005.5,34137.3,2.0,Urban,4.0,2028,1.0946,31187,4612.0,36000.0
0172_006.0,26429.5,2.0,Suburban,4.0,2028,1.0924,24193,-9039.0,15000.0
0172_006.5,26017.4,2.0,Suburban,4.0,2028,1.0924,23816,-6727.0,17000.0
0172_007.0,45955.9,2.0,Suburban,4.0,2028,1.0918,42091,-1031.0,41000.0
0172_008.0,33689.2,2.0,Suburban,4.0,2028,1.0924,30839,5849.0,36500.0
0172_008.5,37255.5,2.0,Suburban,4.0,2028,1.0924,34104,663.0,35000.0
0173_000.0,4179.4,3.0,Transition,2.0,2028,1.0918,3827,5395.0,9200.0
0173_000.7,5031.7,3.0,Transition,2.0,2028,1.0918,4608,4793.0,9400.0
0173_001.7,9229.2,3.0,Suburban,4.0,2028,1.0924,8448,2527.0,11000.0
0173_002.2,13229.9,3.0,Suburban,4.0,2028,1.0924,12110,-3529.0,8600.0
0173_002.8,17409.4,3.0,Urban,4.0,2028,1.0946,15904,2060.0,18000.0
0173_003.8,27332.0,3.0,Urban,6.0,2028,1.0924,25020,-6711.0,18500.0
0173_004.4,32906.9,3.0,Urban,6.0,2028,1.0924,30123,-13102.0,17000.0
0173_004.7,40133.4,3.0,Urban,6.0,2028,1.0924,36738,961.0,37500.0
0173_005.0,41774.5,3.0,Suburban,6.0,2028,1.0924,38241,7546.0,46000.0
0173_005.3,40743.6,3.0,Suburban,6.0,2028,1.0924,37297,8926.0,46000.0
0173_005.8,48345.9,3.0,Suburban,6.0,2028,1.0924,44256,2722.0,47000.0
0173_006.3,40851.7,3.0,Suburban,6.0,2028,1.0946,37321,8031.0,45500.0
0173_006.8,35340.2,3.0,Urban,6.0,2028,1.0946,32285,12894.0,45000.0
0173_007.3,23951.2,3.0,Urban,4.0,2028,1.0946,21881,5065.0,27000.0
0173_007.7,27593.6,3.0,Suburban,4.0,2028,1.0924,25259,728.0,26000.0
0173_008.8,29977.4,3.0,Urban,6.0,2028,1.0946,27386,6539.0,34000.0
0173_009.2,46830.4,3.0,Urban,6.0,2028,1.0946,42783,-11429.0,31500.0
0173_009.3,29078.3,3.0,Urban,6.0,2028,1.0946,26565,3253.0,30000.0
0175_000.0,26579.5,3.0,Urban,4.0,2028,1.0924,24331,8738.0,33000.0
0175_000.1,18034.4,3.0,Urban,4.0,2028,1.0924,16508,15971.0,32500.0
0175_000.4,22826.2,3.0,Suburban,4.0,2028,1.0924,20895,13143.0,34000.0
0175_000.9,26807.0,3.0,Suburban,4.0,2028,1.0924,24539,9612.0,34000.0
0175_001.4,29054.7,3.0,Suburban,4.0,2028,1.0924,26597,8013.0,34500.0
0175_001.9,28395.7,3.0,Suburban,4.0,2028,1.0924,25993,8437.0,34500.0
0175_002.4,37272.3,3.0,Suburban,4.0,2028,1.0924,34119,-11640.0,22500.0
0175_002.9,35923.1,3.0,Suburban,4.0,2028,1.0946,32818,-7991.0,25000.0
0175_003.5,32249.2,3.0,Suburban,4.0,2028,1.0946,29462,-7440.0,22000.0
0175_003.9,31798.2,3.0,Urban,4.0,2028,1.0946,29050,-6654.0,22500.0
0175_004.5,42902.4,3.0,Urban,6.0,2028,1.0946,39194,-16372.0,23000.0
0175_004.7,50497.8,3.0,Urban,6.0,2028,1.0946,46133,-20742.0,25500.0
0176_000.0,28697.2,15.0,Urban,2.0,2028,1.0924,26269,1182.0,27500.0
0176_000.4,26837.4,15.0,Urban,2.0,2028,1.0924,24567,4307.0,29000.0
0178_000.0,10582.3,3.0,Suburban,4.0,2028,1.0924,9687,13061.0,22500.0
0178_000.7,7223.0,3.0,Suburban,4.0,2028,1.0924,6612,10083.0,16500.0
0178_001.0,5965.0,3.0,Suburban,4.0,2028,1.0924,5460,9540.0,15000.0
0180_000.1,25744.1,3.0,Urban,4.0,2028,1.0946,23519,-1536.0,22000.0
0186_000.0,17804.7,2.0,Urban,2.0,2028,1.0946,16265,-2671.0,13500.0
0186_001.2,18826.5,2.0,Urban,2.0,2028,1.0946,17199,-5899.0,11500.0
0186_001.5,12099.6,2.0,CBD-like,2.0,2028,1.0946,11053,6219.0,17500.0
0186_001.6,15367.9,2.0,CBD-like,2.0,2028,1.0946,14039,3163.0,17000.0
0186_001.9,37579.8,2.0,CBD-like,6.0,2028,1.0946,34331,-8651.0,25500.0
0186_002.1,38913.3,2.0,CBD-like,6.0,2028,1.0946,35550,-718.0,35000.0
0186_002.2,47666.0,2.0,CBD-like,6.0,2028,1.0946,43546,-8797.0,34500.0
0186_002.4,51291.2,2.0,CBD-like,6.0,2028,1.0946,46858,-10132.0,36500.0
0186_002.5,54044.6,2.0,CBD-like,6.0,2028,1.0946,49373,-13511.0,36000.0
0186_002.7,31838.8,3.0,CBD-like,6.0,2028,1.0946,29087,1549.0,30500.0
0186_002.8,30041.8,3.0,CBD-like,6.0,2028,1.0946,27445,4564.0,32000.0
0186_003.0,30329.8,3.0,CBD-like,6.0,2028,1.0946,27708,3801.0,31500.0
0186_003.3,25698.6,3.0,CBD-like,6.0,2028,1.0946,23477,4384.0,28000.0
0186_003.6,46740.9,2.0,Urban,6.0,2028,1.0946,42701,-16833.0,26000.0
0186_003.9,31200.3,2.0,Urban,6.0,2028,1.0946,28503,992.0,29500.0
0186_004.6,58209.5,2.0,Urban,6.0,2028,1.0946,53178,-21131.0,32000.0
0186_004.7,58436.8,2.0,Urban,6.0,2028,1.0946,53386,-21362.0,32000.0
0186_005.0,25820.3,2.0,Urban,6.0,2028,1.0946,23588,3933.0,27500.0
0186_005.5,49483.9,2.0,Urban,6.0,2028,1.0946,45207,9645.0,55000.0
0186_006.0,52207.4,2.0,Suburban,6.0,2028,1.0924,47791,3768.0,51500.0
0186_006.4,41626.3,2.0,Suburban,6.0,2028,1.0924,38105,9298.0,47500.0
0186_006.7,38488.4,2.0,Suburban,6.0,2028,1.0924,35232,15535.0,51000.0
0186_006.9,30417.6,2.0,Urban,4.0,2028,1.0946,27788,20490.0,48500.0
0186_007.4,31091.6,2.0,Suburban,4.0,2028,1.0946,28404,19702.0,48000.0
0186_008.0,37445.5,2.0,Suburban,4.0,2028,1.0946,34209,14240.0,48500.0
0189_000.0,10603.0,2.0,Urban,4.0,2028,1.0946,9686,24940.0,34500.0
0189_000.2,36316.3,2.0,Urban,6.0,2028,1.0946,33177,3885.0,37000.0
0189_000.6,48972.1,2.0,Urban,6.0,2028,1.0946,44739,-4816.0,40000.0
0189_001.1,31252.1,4.0,Urban,3.0,2028,1.0946,28551,9186.0,37500.0
0189_001.4,47478.8,2.0,Urban,4.0,2028,1.0946,43375,-4020.0,39500.0
0189_001.6,24584.1,2.0,CBD-like,4.0,2028,1.0946,22459,475.0,23000.0
0189_001.9,28399.6,2.0,CBD-like,4.0,2028,1.0946,25945,2229.0,28000.0
0189_002.1,28905.5,2.0,CBD-like,4.0,2028,1.0946,26407,3393.0,30000.0
0189_002.4,26950.7,2.0,Urban,4.0,2028,1.0946,24621,7974.0,32500.0
0189_002.6,41775.0,2.0,Urban,4.0,2028,1.0946,38164,-4282.0,34000.0
0189_002.9,33167.8,2.0,Urban,4.0,2028,1.0946,30301,5264.0,35500.0
0189_003.1,22838.2,2.0,Urban,4.0,2028,1.0946,20864,12856.0,33500.0
0189_003.4,17148.0,2.0,Urban,4.0,2028,1.0946,15665,11666.0,27500.0
0189_004.0,31922.8,15.0,Suburban,4.0,2028,1.0924,29222,5819.0,35000.0
0189_005.3,23722.7,15.0,Suburban,4.0,2028,1.0924,21716,7061.0,29000.0
0189_005.7,24490.7,3.0,Urban,2.0,2028,1.0924,22419,6558.0,29000.0
0189_006.3,14321.9,15.0,Urban,4.0,2028,1.0946,13084,9147.0,22000.0
0189_007.0,17085.1,15.0,Transition,4.0,2028,1.012,16882,6068.0,23000.0
0190_000.0,26805.1,3.0,Urban,4.0,2028,1.0924,24537,-9760.0,15000.0
0190_000.1,44335.5,2.0,Urban,4.0,2028,1.0946,40503,-25281.0,15000.0
0190_000.3,16923.8,2.0,Urban,4.0,2028,1.0946,15461,-578.0,15000.0
0190_000.8,14000.1,2.0,Urban,4.0,2028,1.0946,12790,11008.0,24000.0
0190_001.8,2407.0,3.0,Urban,2.0,2028,0.7907,3044,3907.0,7000.0
0193_000.0,12437.9,2.0,Suburban,4.0,2028,1.0924,11385,-4831.0,6600.0
0193_001.0,24042.0,2.0,Suburban,4.0,2028,1.0924,22008,-18167.0,3800.0
0193_002.0,35381.6,2.0,Suburban,4.0,2028,1.0946,32323,-28775.0,3500.0
0193_002.7,20168.8,2.0,Urban,4.0,2028,1.0946,18425,8140.0,26500.0
0193_003.8,22133.7,2.0,Urban,4.0,2028,1.0946,20220,-545.0,19500.0
0193_004.2,36644.5,2.0,Urban,4.0,2028,1.0946,33477,-13048.0,20500.0
0193_004.4,39014.1,2.0,Urban,4.0,2028,1.0946,35642,-5646.0,30000.0
0193_004.5,42968.8,2.0,Urban,4.0,2028,1.0946,39255,-8319.0,31000.0
0193_005.2,32798.7,2.0,Urban,4.0,2028,1.0924,30024,2695.0,32500.0
0193_006.0,30205.0,2.0,Urban,4.0,2028,1.0924,27650,7509.0,35000.0
0193_006.7,29027.2,2.0,Suburban,4.0,2028,1.0924,26571,8553.0,35000.0
0193_007.2,22217.8,2.0,Suburban,4.0,2028,1.0924,20338,9733.0,30000.0
0193_007.8,30410.3,2.0,Suburban,4.0,2028,1.0924,27838,2634.0,30500.0
0194_000.0,84628.9,33.0,Suburban,10.0,2028,1.0918,77513,0.0,77500.0
0194_000.8,133408.4,33.0,Suburban,10.0,2028,1.0918,122191,0.0,122000.0
0194_001.9,101124.5,33.0,Urban,12.0,2028,1.0924,92570,0.0,92500.0
0194_002.1,14168.4,14.0,Suburban,2.0,2028,0.0,0,0.0,0.0
0194_002.4,26286.1,3.0,Urban,5.0,2028,1.0924,24062,0.0,24000.0
0194_002.8,28976.3,3.0,Suburban,6.0,2028,1.0924,26525,0.0,26500.0
0198_000.0,6789.7,2.0,Transition,2.0,2028,0.9593,7077,256.0,7300.0
0198_002.4,9089.3,2.0,Transition,2.0,2028,1.0918,8325,-258.0,8100.0
0198_002.9,10856.9,2.0,Suburban,2.0,2028,1.0924,9938,872.0,11000.0
0198_004.1,12782.2,2.0,Suburban,2.0,2028,1.0924,11701,-1623.0,10000.0
0198_004.4,18839.0,2.0,Suburban,2.0,2028,1.0924,17245,1018.0,18500.0
0198_005.0,14839.9,2.0,Suburban,2.0,2028,1.0924,13584,4087.0,17500.0
0198_005.3,19450.8,2.0,Suburban,2.0,2028,1.0924,17805,655.0,18500.0
0198_005.4,12262.9,2.0,Suburban,2.0,2028,1.0924,11225,5893.0,17000.0
0198_005.9,12246.5,2.0,Suburban,2.0,2028,1.0924,11210,10721.0,22000.0
0198_006.3,11299.8,2.0,Suburban,2.0,2028,1.0924,10344,5823.0,16000.0
0198_007.6,13065.1,2.0,Transition,2.0,2028,1.0918,11966,2330.0,14500.0
0198_008.7,12879.2,2.0,Suburban,2.0,2028,1.0924,11789,2548.0,14500.0
0198_008.9,15404.4,2.0,Suburban,2.0,2028,1.0924,14101,529.0,14500.0
0198_009.1,17838.9,2.0,Transition,3.0,2028,1.0918,16338,-1714.0,14500.0
0198_009.5,17094.8,2.0,Transition,2.0,2028,1.0918,15657,-1804.0,14000.0
0198_009.9,15699.1,2.0,Transition,2.0,2028,1.0918,14379,-1080.0,13500.0
0198_010.5,24566.9,2.0,Transition,4.0,2028,1.0918,22501,-1824.0,20500.0
0198_011.0,24783.9,2.0,Transition,4.0,2028,1.012,24490,-3410.0,21000.0
0198_011.5,37468.7,2.0,Suburban,4.0,2028,1.0918,34318,3777.0,38000.0
0198_011.81,36494.2,2.0,Suburban,4.0,2028,1.0924,33407,4186.0,37500.0
0198_012.3,7220.1,3.0,Urban,2.0,2028,1.0924,6609,6972.0,13500.0
0198_012.6,6347.9,3.0,Suburban,2.0,2028,1.0924,5810,7694.0,13500.0
0198_012.9,5904.1,3.0,Suburban,2.0,2028,1.0924,5404,4755.0,10000.0
0198_013.1,6717.0,3.0,Suburban,2.0,2028,1.0924,6148,4047.0,10000.0
0198_013.4,8787.0,3.0,Suburban,2.0,2028,1.0924,8043,1330.0,9400.0
0198_014.0,1934.9,3.0,Suburban,2.0,2028,1.0924,1771,3900.0,5700.0
0198_014.5,1829.4,3.0,Suburban,2.0,2028,1.0924,1674,2044.0,3700.0
0198_014.8,4535.9,3.0,Transition,2.0,2028,1.0924,4152,1876.0,6000.0
0201_000.0,34763.4,12.0,Rural,2.0,2028,1.1101,31315,-9445.0,22000.0
0201_002.8,39763.2,12.0,Transition,4.0,2028,1.1101,35819,-12171.0,23500.0
0201_006.2,39064.4,33.0,Suburban,4.0,2028,1.1101,35189,-8792.0,26500.0
0201_007.2,47765.2,33.0,Transition,4.0,2028,1.1101,43027,-10621.0,32500.0
0201_007.7,51975.8,33.0,Suburban,4.0,2028,1.1101,46820,-15327.0,31500.0
0201_008.7,79202.2,33.0,Transition,4.0,2028,1.1101,71346,-18117.0,53000.0
0201_010.8,124373.7,33.0,Urban,6.0,2028,1.1101,112038,-10068.0,102000.0
0201_012.8,137539.4,33.0,Urban,6.0,2028,1.1101,123898,-6581.0,117000.0
0201_013.8,158691.3,33.0,Urban,6.0,2028,1.1101,142952,3379.0,146000.0
0201_014.7,133526.1,33.0,Urban,7.0,2028,1.1101,120282,-9183.0,111000.0
0201_015.3,149325.7,33.0,Urban,6.0,2028,1.1101,134515,-23458.0,111000.0
0201_016.7,12593.8,3.0,Urban,4.0,2028,1.0946,11505,75.0,11500.0
0201_017.0,20564.0,3.0,Urban,4.0,2028,1.0946,18786,-7630.0,11000.0
0201_017.3,36377.1,3.0,Urban,4.0,2028,1.0946,33233,-19822.0,13500.0
0201_017.5,31147.7,3.0,Urban,4.0,2028,1.0946,28455,-507.0,28000.0
0201_017.8,28808.3,3.0,Urban,4.0,2028,1.0946,26318,1380.0,27500.0
0201_018.0,27740.7,3.0,Urban,4.0,2028,1.0946,25343,2824.0,28000.0
0202_000.0,1049.2,4.0,Rural,2.0,2028,0.984,1066,598.0,1700.0
0202_001.5,596.7,4.0,Rural,2.0,2028,0.984,606,884.0,1500.0
0203_000.0,33759.8,2.0,Suburban,4.0,2028,1.0924,30904,7364.0,38500.0
0203_000.5,36712.7,2.0,Suburban,4.0,2028,1.0924,33607,930.0,34500.0
0203_001.6,43332.2,2.0,Suburban,4.0,2028,1.0924,39666,-4944.0,34500.0
0203_001.8,41345.7,2.0,Urban,4.0,2028,1.0946,37772,-3268.0,34500.0
0203_002.3,41592.9,2.0,Urban,5.0,2028,1.0946,37998,4761.0,43000.0
0203_003.1,42277.9,2.0,Suburban,4.0,2028,1.0946,38624,-3484.0,35000.0
0203_003.9,42924.0,2.0,Suburban,4.0,2028,1.0946,39214,-2438.0,37000.0
0203_004.2,40402.7,2.0,Suburban,4.0,2028,1.0946,36910,38.0,37000.0
0203_004.5,39941.4,2.0,Suburban,4.0,2028,1.0946,36489,307.0,37000.0
0203_004.8,36021.7,2.0,Urban,4.0,2028,1.0946,32908,-827.0,32000.0
0203_005.1,38024.7,2.0,Suburban,4.0,2028,1.0946,34738,-2572.0,32000.0
0203_005.4,32419.6,2.0,Suburban,4.0,2028,1.0924,29677,-3863.0,26000.0
0204_000.0,15169.8,2.0,Urban,4.0,2028,1.0946,13858,4121.0,18000.0
0204_000.1,23840.0,2.0,Urban,4.0,2028,1.0946,21779,-3049.0,18500.0
0204_000.4,32303.0,2.0,Urban,4.0,2028,1.0946,29511,8713.0,38000.0
0204_001.1,34561.4,2.0,Urban,4.0,2028,1.0924,31638,-5562.0,26000.0
0204_001.2,39421.3,2.0,Urban,4.0,2028,1.0924,36086,-10213.0,26000.0
0204_001.5,39402.4,2.0,Urban,4.0,2028,1.0946,35997,-9980.0,26000.0
0204_001.8,37891.0,2.0,Urban,4.0,2028,1.0946,34616,-8448.0,26000.0
0204_002.1,35911.6,2.0,Urban,4.0,2028,1.0924,32874,-5370.0,27500.0
0204_002.4,34961.7,2.0,Urban,4.0,2028,1.0924,32004,-4337.0,27500.0
0204_002.5,35022.6,2.0,Urban,4.0,2028,1.0946,31995,-4140.0,28000.0
0204_002.7,34221.7,2.0,Urban,4.0,2028,1.0946,31264,-2498.0,29000.0
0204_003.1,33558.1,2.0,Urban,4.0,2028,1.0946,30657,-1850.0,29000.0
0204_003.6,32875.4,2.0,Urban,4.0,2028,1.0946,30034,6839.0,37000.0
0204_004.1,31264.5,2.0,Suburban,4.0,2028,1.0924,28620,8462.0,37000.0
0204_004.6,30602.7,2.0,Suburban,4.0,2028,1.0924,28014,-2190.0,26000.0
0204_005.1,29634.5,2.0,Suburban,4.0,2028,1.0924,27127,-10971.0,16000.0
0209_000.6,3791.1,4.0,Transition,2.0,2028,0.984,3852,-1513.0,2300.0
0209_001.7,2683.8,2.0,Transition,2.0,2028,1.0918,2458,-313.0,2100.0
0209_003.0,8826.4,2.0,Suburban,2.0,2028,1.0918,8084,1164.0,9200.0
0209_004.2,15390.8,2.0,Suburban,2.0,2028,1.0918,14096,-8373.0,5700.0
0209_004.6,29020.1,2.0,Suburban,4.0,2028,1.0924,26565,-10822.0,15500.0
0209_005.0,41380.4,2.0,Suburban,4.0,2028,1.0924,37880,-24353.0,13500.0
0209_005.2,23238.9,2.0,Suburban,4.0,2028,1.0924,21273,660.0,22000.0
0209_005.7,22736.5,2.0,Suburban,4.0,2028,1.0924,20813,763.0,21500.0
0209_006.2,27166.6,2.0,Suburban,4.0,2028,1.0924,24868,360.0,25000.0
0209_006.8,36502.3,2.0,Suburban,4.0,2028,1.0924,33414,-4316.0,29000.0
0209_007.2,38708.0,2.0,Suburban,4.0,2028,1.0946,35362,-7841.0,27500.0
0209_007.7,46142.5,2.0,Suburban,4.0,2028,1.0946,42154,-12491.0,29500.0
0209_008.2,44540.7,2.0,Suburban,4.0,2028,1.0924,40773,6875.0,47500.0
0209_008.7,44971.3,2.0,Suburban,4.0,2028,1.0924,41167,5937.0,47000.0
0209_009.2,44545.4,2.0,Urban,4.0,2028,1.0946,40695,6289.0,47000.0
0209_009.7,53886.2,2.0,Urban,6.0,2028,1.0946,49229,15127.0,64500.0
0209_010.2,60966.5,2.0,Urban,6.0,2028,1.0946,55697,5595.0,61500.0
0209_011.2,59753.2,2.0,Urban,6.0,2028,1.0946,54589,5314.0,60000.0
0209_011.5,79606.0,2.0,Urban,6.0,2028,1.0946,72726,-12204.0,60500.0
0209_011.7,79416.3,2.0,Urban,6.0,2028,1.0946,72552,-20762.0,52000.0
0209_011.9,63991.4,2.0,Urban,6.0,2028,1.0946,58460,-9997.0,48500.0
0209_012.2,46705.7,2.0,Urban,6.0,2028,1.0946,42669,5292.0,48000.0
